objectid,description,date,author,title,language,location,keywords 1,keywords 2,keywords 3,keywords 4,keywords 5,keywords 6,keywords 7,keywords 8,keywords 9,keywords 10,keywords 11,keywords 12,keywords 13,keywords 14,keywords 15,keywords 16,keywords 17,keywords 18,keywords 19,keywords 20,keywords 21,keywords 22,keywords 23,keywords 24,keywords 25,keywords 26,keywords 27,keywords 28,keywords 29,keywords 30,keywords 31,keywords 32,keywords 33,keywords 34,keywords 35,keywords 36,keywords 37,keywords 38,keywords 39,keywords 40,keywords 41,keywords 42,keywords 43,keywords 44,keywords 45,keywords 46,keywords 47,keywords 48,keywords 49,keywords 50,keywords 51,keywords 52,keywords 53,keywords 54,keywords 55,keywords 56,keywords 57,keywords 58,keywords 59,keywords 60,keywords 61,keywords 62,keywords 63,keywords 64,keywords 65,keywords 66,keywords 67,keywords 68,keywords 69,keywords 70,keywords 71,keywords 72,keywords 73,keywords 74,keywords 75,keywords 76,keywords 77,keywords 78,keywords 79,keywords 80,keywords 81,keywords 82,keywords 83,keywords 84,keywords 85,keywords 86,keywords 87,keywords 88,keywords 89,keywords 90,keywords 91,keywords 92,keywords 93,keywords 94,keywords 95,keywords 96,keywords 97,keywords 98,keywords 99,keywords 100,keywords 101,keywords 102,keywords 103,keywords 104,keywords 105,keywords 106,keywords 107,keywords 108,keywords 109,keywords 110,keywords 111,keywords 112,keywords 113,keywords 114,keywords 115,keywords 116,keywords 117,keywords 118,keywords 119,keywords 120,keywords 121,keywords 122,keywords 123,keywords 124,keywords 125,keywords 126,abstract_note,publication_title,isbn,issn,doi,url,pages,issue,volume,number_of_volumes,publisher,Rights,Type,Archive,Archive Location,Extra,File Attachments,Link Attachments,format,Column,Column2,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
db0011,Journal Article,2014,"Macedo Nunes, Karliane; Izidoro Da Silva, Renato; De Oliveira Dos Santos Silva, José",Cinema indígena: de objeto a sujeito da produção cinematográfica no Brasil,pt,Brasil,cinema nacional,estudos culturais,sateré-mawé,cinema indígena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baseado nos Estudos Culturais, o presente artigo reflete sobre uma experiência de produção cinematográfica junto a um grupo de jovens da etnia Sateré-Mawé, habitante da Amazônia brasileira. Localizamos a experiência em um contexto histórico e político mais amplo do Cinema Indígena. Abordamos as principais características do Cinema Brasileiro no decorrer do século XX e sua relação com movimentos nacionalistas na construção da imagem do índio. Focamos o Cinema Novo como uma ruptura com os padrões hollywoodianos da indústria cinematográfica brasileira da época a partir do neorrealismo italiano e da Nouvelle Vague francesa, na hipótese historiográfica e epistemológica de preparação de uma base ideológica e metodológica para a emergência futura do Cinema Indígena. Não perdemos de vista o Cinema e o Cinema Indígena nas Américas, principalmente em face das problemáticas relativas à identidade nacional no bojo das políticas culturais dos Estados nacionais que afetam diretamente a diversidade étnica em seus territórios. Com base nesse contexto, prosseguimos com uma compreensão do projeto “Cineastas Indígenas” da ONG “Vídeo nas Aldeias” enquanto um dispositivo teórico e metodológico a ser multiplicado e transformado.",Polis (Santiago),,0718-6568,,,173-204,38,13,,,,,,SCIELO:S0718-65682014000200009,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0012,Journal Article,2021,"Muzardo, Fabiane Tais","A fotografia para além do registro histórico: o trabalho social, pedagógico e artístico de Tina Modotti nas “Escuelas Libres de Agricultura”",pt,Brasil,tina modotti,fotografia,méxico,arte,política,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A década de 1920 no México foi marcada por intensa produção cultural. Tina Modotti e outros artistas das mais variadas áreas iniciaram um projeto que visava produzir uma arte que fosse pública, ou seja, que fosse feita pelo povo e para o povo. Nesse sentido, a arte mexicana dessa década é marcadamente política. Tina foi uma fotógrafa italiana que se mudou para o México no início dos anos 1920. Seu trabalho inclui fotografias de murais, camponeses, símbolos comunistas, manifestações de trabalhadores, plantas, arquitetura, caveiras e escolas agrícolas, dentre outras temáticas. Suas fotografias foram publicadas em inúmeros periódicos, desde revistas de arte até atas de criação dessas escolas. Este artigo analisa as fotografias de Tina que compõem as atas de criação e desenvolvimento das escolas agrícolas, entendendo-as como uma produção que possui, ao mesmo tempo, um sentido social, pedagógico e artístico.",TOPOI-REVISTA DE HISTORIA,,2237-101X,10.1590/2237-101X02204712,,544-569,47,22,,,,,,WOS:000684245300012,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0013,Journal Article,2010,"Sanfelice, Daniela; Bencke, Glayson A.; Azevedo, Marco A.; Rodrigues, Everton N. L.; Moura, Luciano A.; Araujo, Paula B.; Gastal, Hilda A. O.; Verrastro, Laura; Jardim, Marcia M. A.; Schwertner, Cristiano F.; Marques, Maria Aparecida L.; Drehmer, Cesar J.",Breve histórico da revista Iheringia Série Zoologia e seu impacto sobre o conhecimento da fauna neotropical recente,pt,Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHERINGIA SERIE ZOOLOGIA,,0073-4721,10.1590/S0073-47212010000400011,,363-367,4,100,,,,,,WOS:000290865700011,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0014,Journal Article,2024,"Felipe, Marcos Aurélio",Domínios do Cinema Indígena: a problemática do sujeito revisitada,pt; en,Brasil,cinema indígena,povos originários,filme documentário,contracolonialidade,antropologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O presente estudo analisa o lugar dos povos originários no filme documentário, delineando os limites e possibilidades que definem sua condição de sujeito ou de objeto da cena documental. A partir dos estudos de cinema e antropológicos, identifica-se em que medida a problemática da constituição do sujeito no cinema indígena permite pensar questão semelhante de pesquisa no campo das humanidades. Entre o mundo histórico e cosmológico, o campo e o antecampo audiovisual, o colonialismo permanente e a contracolonialidade, os domínios do poder na perspectiva documental indígena, invariavelmente, são marcados por tensões, fissuras e limites. Quem, afinal, é o Outro enquanto sujeito e/ou objeto da câmera?",Revista Brasileira de Estudos da Presença,,2237-2660,10.1590/2237-2660134450vs01,,e134450-e134450,1,14,,,,,,SCIELO:S2237-26602024000100204,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0015,Journal Article,2014,"Maio, Ana Maria Dantas De",O vínculo do jornalista com o ambiente expresso em um jornal local: uma análise de discurso envolvendo o Pantanal brasileiro,pt,Brasil,mídia local,pantanal,comunicação,jornalismo de proximidade,análise de discurso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A comparação entre a cobertura jornalística sobre o Pantanal brasileiro praticada por um jornal local e por um veículo da grande imprensa revela diferenças e semelhanças que podem contribuir para o entendimento da questão local. A metodologia da análise de discurso auxilia na descoberta dos contextos e das relações sociais que envolvem o jornalismo de proximidade. Conclui-se que, nas matérias avaliadas, a cobertura da mídia próxima é mais comprometida com a questão local e que o vínculo do jornalista com o ambiente não deve ser ignorado.",Observatorio (OBS*),,1646-5954,,,55-70,4,8,,,,,,SCIELO:S1646-59542014000400004,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0016,Journal Article,2019,"Giordan, Marcelo; Massi, Luciana","A revista Ciência Hoje das Crianças e o encaminhamento para carreiras científicas: uma análise do cronotopo da seção “Eu li, eu leio”",pt,Brasil,divulgação científica,gênero discursivo,cronotopia,ensino de ciências,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neste artigo, analisamos a seção “Eu li, eu leio” da revista Ciência Hoje das Crianças valendo-nos dos conceitos de gênero discursivo e cronotopo de Bakhtin. Trata-se de uma seção comemorativa dos 30 anos da revista que publicou 22 histórias de leitores atuais e de ex-leitores ao longo de 2016. Consideramos o gênero discursivo de divulgação científica e sua variante para crianças como referências para identificar as variantes do gênero discursivo dessa seção, em particular, que mescla o formato de “Carta do Leitor” com a apresentação de trajetórias de sucesso profissional ou forte relação com a Ciência. A relação de interdependência tempo-espaço, analisada a partir do conceito de cronotopia, evidenciou as principais marcas da trajetória desses leitores, bem como os aspectos axiológicos implícitos da revista e o estereótipo do cientista e da relação com a Ciência.",Ciência & Educação (Bauru),,1980-850X,10.1590/1516-731320190040006,,927-944,4,25,,,,,,SCIELO:S1516-73132019000400927,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0017,Journal Article,2013,"Camargo De Arruda, Lucybeth",Fotógrafos e Fotografías na Seção de Estudos do Serviço de Proteção aos Índios (Brasil),pt,Brasil,serviço de proteção aos índios (spi),fotógrafos da seção de estudos (se),harald schultz,heinz foerthmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O artigo tem a intenção de localizar os fotógrafos que participaram das expedições foto-cinematográficas, a partir da criação da Seção de Estudos (se) pertencente ao Serviço de Proteção aos Índios (spi) em 1941. Ao si-tuá-los, a reboque lançamos luz à se, onde esses profissionais estavam lotados como funcionários, chegando até aos membros do órgão normativo da política indigenista, o Conselho nacional de Proteção aos Índios (cnpi). Membros estes, responsáveis por criar e coordenaros trabalhos da se. A hipótese é que a participação dos antropólogos no cnpi proporcionou a introdução da antropologia aplicada nas atividades do spi. Assim, a equipe, responsável pela coleta de imagens e sons de grupos indígenas no interior dos postos, deram um start fundamental para evidenciar a ambiguidade (assimilação x preservação), presente na política indigenista pelo simples fato da materialidade documental e etnográfica. Essa prática serevela planejada, dando ênfase ao aspecto cientificista no tratamento dos grupos indígenas.",Memoria y Sociedad,,0122-5197,,,50-67,34,17,,,,,,SCIELO:S0122-51972013000100004,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0018,Journal Article,2007,"Almeida Jr., Antonio Ribeiro De; Andrade, Thales Novaes De","Percepção ambiental sobre as mudanças climáticas globais numa praça pública na cidade do Rio de Janeiro (RJ, Brasil)",pt,Brasil,ambiente,consumo,mídia,publicidade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ambiente & Sociedade,,1809-4422,10.1590/S1414-753X2007000100007,,107-120,1,10,,,,,,SCIELO:S1414-753X2007000100007,,/Users/juliabelden/Zotero/storage/4VNYCF44/Almeida Jr. and Andrade - 2007 - Publicidade e ambiente alguns contornos.pdf; /Users/juliabelden/Zotero/storage/BUMHPZF9/Almeida Jr. and Andrade - 2007 - .pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0019,Journal Article,2017,"Garré, Bárbara Hees; Henning, Paula Corrêa",DISCURSO DA CRISE AMBIENTAL NA MÍDIA IMPRESSA,pt,Brasil,crise ambiental,environmental crisis,estudos foucaultianos,foucault studies,mídia impressa,printed media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O artigo problematiza o discurso de crise ambiental na atualidade. A partir de algumas ferramentas da análise do discurso foucaultiana, discute-se um dos enunciados que compõe o discurso aqui investigado: o “Terror e medo pela perda do Planeta”. O estudo toma como corpus discursivo a revista Veja, especialmente reportagens produzidas a partir de 2001, em que enunciações ocupadas por terror e medo se tornam evidentes na mídia em análise. Discussões acerca do medo em Zigmunt Bauman, biopoder/biopolítica em Michel Foucault e cultura a partir de estudiosos do campo da Educação Ambiental são tomados como aportes teóricos desse estudo. Nas reportagens em evidência, há um forte chamamento para riscos e perigos quanto à continuidade de vida na Terra atrelado ao convite para que participemos da grande campanha mundial. Pensarmos possibilidades de enfrentar medos líquidos modernos, produzindo outros modos de nos relacionarmos com o ambiente, é um dos desafios dessa pesquisa. This article addresses the current environmental crisis discourse. Based on some of Foucault’s discourse analysis tools, one of the statements that compose the discussed discourse is the “Terror and fear of the loss of the planet.” The study takes Veja magazine as its discursive corpus, especially articles produced since 2001, where enunciations occupied by terror and fear become evident in the media under analysis. Discussions about fear in Zigmunt Bauman; biopower / biopolitics in Foucault and culture based on environmental education scholars are used as theoretical contributions in this study. In the chosen articles, there is a strong call to the risks and dangers to continuity of life on Earth, connected to an invitation to joining a great global campaign. One of the challenges of this research is to reflect about possibilities of confronting our modern liquid fears and to produce other ways of relating with the environment.",Educação em Revista - UFMG,,0102-4698,,https://www.redalyc.org/articulo.oa?id=399362370004,,,33,,,,,Redalyc,,,/Users/juliabelden/Zotero/storage/KMULVMW2/Garré and Henning - 2017 - DISCURSO DA CRISE AMBIENTAL NA MÍDIA IMPRESSA.pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0020,Journal Article,2015,"Marzochi, Samira Feldman",O “animal eletrônico”: dilemas do ciberativismo verde,pt,Brasil,cultura política,comunicação,esfera pública,ambientalismo,novas tecnologias,des-territorializaçãoambientalismo,comunicação,cultura política,desterritorialização,esfera pública,novas tecnologias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combinando as principais contribuições teóricas do Estruturalismo, Fenomenologia e Teoria Crítica, este artigo parte do pressuposto de que a vulgarização do termo “rede” tem contribuído para um entendimento apologético de fenômenos contemporâneos relacionados ao tema da política e da comunicação, incluindo-se a prática do “ciberativismo”. No intuito de retirar a carga ideológica do conceito, o artigo pincela as mudanças nas relações entre indivíduo e esfera pública desde a Grécia antiga, passando pela industrialização, até deter-se na modernidade contemporânea. A partir desta contextualização teórica e histórica, foi possível analisar criticamente a correspondência, presente no senso comum, entre “ciberespaço” e esfera pública, “ciberativista” e sujeito político, bem como apontar a virtualização da natureza e das questões ambientais, perpetrada pelas campanhas de organizações não governamentais. Assim, é apresentado o conceito de “animal eletrônico” como alegoria de uma “antipolítica”, da ausência da dimensão política que caracteriza os homens, os distingue entre si e do r eino natural.",Caderno CRH,,"0103-4979, 1983-8239",10.1590/S0103-49792015000100009,https://www.scielo.br/j/ccrh/a/sy6T5Stf86pxWGNpfXZX5Hh/?lang=pt,127-145,,28,,,,,,,Publisher: Universidade Federal da Bahia - Faculdade de Filosofia e Ciências Humanas - Centro de Recursos Humanos,/Users/juliabelden/Zotero/storage/ICNEY5UR/Marzochi - 2015 - O “animal eletrônico” dilemas do ciberativismo verdeThe ‘electronic animal’ dilemmas of green cybe.pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0021,Journal Article,2023,"Lengert, Mathias; Moraes, Cláudia Herte De",The new rural economy in the discourse about sustainability in the Globo Rural magazine,en,Brasil,journalism,discursive framework,globo rural,specialized magazines,sustainable agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Resumo Neste estudo, observamos a articulação e construção discursiva sobre o tema da agricultura de base ecológica nas reportagens de capa da revista Globo Rural. Temos como objetivo geral identificar como a revista Globo Rural constrói o discurso sobre agriculturas de base ecológica ao atuar no tensionamento entre os discursos que aí circulam. A partir dos trajetos de sentidos aliados ao enquadramento discursivo, refletimos sobre os aspectos socioculturais no dizer da revista. A partir deles, notamos a dominação da racionalidade econômica, que busca esvaziar ideologicamente o discurso do ambientalismo. Assim, observamos a operacionalização da “nova economia do campo” enquanto enquadramento discursivo de Globo Rural, fundamentado nas lógicas de mercado da ruralidade hegemônica e na apropriação do ideário ecológico de algumas ruralidades contra-hegemônicas.",Intercom: Revista Brasileira de Ciências da Comunicação,,"1809-5844, 1980-3508",10.1590/1809-58442023103en,https://www.scielo.br/j/interc/a/6p9QFqbmYKRFNp6LStW9Cmw/?lang=en,e2023103,,46,,,,,,,Publisher: Sociedade Brasileira de Estudos Interdisciplinares da Comunicação (INTERCOM),/Users/juliabelden/Zotero/storage/BYCYW4V5/Lengert and Moraes - 2023 - The new rural economy in the discourse about sustainability in the Globo Rural magazine.pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0022,Journal Article,2007,"Mucelin, Carlos Alberto; Bellini, Luzia Marta",A percepção ambiental urbana com uso de imagens fotográficas: um instrumento semiótico denominado Jogo da Percepção,pt,Brasil,percepção,semiótica,ambiente urbano,imagemanálise semiótica,percepção,ambiente urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This article about signs of urban environmental perception was developed in the city of Medianeira, Southwestern Paraná – Brazil. Part of perceptive information of local social actors was obtained by means of analysis of photographic images with the use of a new investigation instrument that we named Game of the Perception. The activity of the Game encouraged the participating social actors to observe the context of the local environment and perceptually judge practices and habits of the city population, and also experience odd situations on effective practices and use of the environment.",Discursos Fotograficos,,1984-7939,10.5433/1984-7939.2007v3n3p221,https://ojs.uel.br/revistas/uel/index.php/discursosfotograficos/article/view/1501,221-248,3,3,,,Copyright (c) 0,,,,Number: 3,/Users/juliabelden/Zotero/storage/C8G2LVYJ/Mucelin and Bellini - 2007 - A percepção ambiental urbana com uso de imagens fotográficas um instrumento semiótico denominado Jo.pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0023,Journal Article,2011,"Silva, Leandro Londero Da; Pimentel, Naida Lena; Terrazzan, Eduardo",As analogias na revista de divulgação científica Ciência hoje das crianças,pt,Brasil,analogias,ensino de ciências,divulgação científica,ciência hoje das criançasdivulgação científica,analogias,ciência hoje das crianças,ensino de ciências,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Investigamos a frequência de utilização de analogias nos artigos da revista de divulgação científica brasileira Ciência Hoje das Crianças. Nos 143 números publicados até fevereiro de 2004, encontramos 136 apresentações analógicas em 88 artigos, e as classificamos segundo três dos critérios sugeridos por Curtis e Reigeluth (1984): 44,7% são do tipo funcional; 86,5%, do verbal, e 51,1% têm análogo trabalhado durante o desenvolvimento do alvo. Constatamos que o número de analogias variou de maneira não uniforme, sendo que a maior frequência de utilização ocorreu em 1995, quando mapeamos trinta apresentações. Quanto ao grau de concordância com o modelo Teaching with Analogies, verificamos que o estabelecimento de correspondências entre alvo e análogo não é contemplado em 58,9% dos casos, e a identificação dos limites de validade do análogo não o é em 92,2%.",Ciência & Educação (Bauru),,"1516-7313, 1980-850X",10.1590/S1516-73132011000100011,https://www.scielo.br/j/ciedu/a/khm3sTcZFD9GwYbSQbHV9Zb/?lang=pt,163-181,,17,,,,,,,"Publisher: Programa de Pós-Graduação em Educação para a Ciência, Universidade Estadual Paulista (UNESP), Faculdade de Ciências, campus de Bauru.",/Users/juliabelden/Zotero/storage/YWPE3893/Silva et al. - 2011 - As analogias na revista de divulgação científica Ciência hoje das crianças.pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0024,Journal Article,2019,"De Barros, Antônio Teixeira",THE THEORETICAL DIALOGUE BETWEEN ENVIRONMENTAL COMMUNICATION AND SOCIAL SCIENCES IN THE LOGIC OF SCIENCE IN ACTION,en,Brasil,environmental communication,interdisciplinarity,science in action,social science and environmental communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abstract This article examines how the theoretical repertoires of the social sciences are managed by the researchers in environmental communication/journalism and how the theoretical arguments are appropriated in the applied studies. The corpus of analysis comprises 492 scientific communications presented by researchers of the Brazilian Society of Interdisciplinary Communication Studies (Intercom) in the period of 2001-2016, in addition to 36 interviews. The conclusions highlight: the historical contribution of the social sciences to the formation of the academic field of communication; the epistemic proximity between the social sciences and communication/journalism; the valorization of the use of this repertoire by environmental communication/journalism researchers. The interviews reinforce the interdisciplinary nature of environmental communication, the epistemic and methodological proximity to the social sciences, the plurality of actors involved and the consolidation of an already established way of doing research by Intercom scholars in its 40 years of operation.",Ambiente & Sociedade,,"1414-753X, 1809-4422",10.1590/1809-4422asoc0008r1vu18L4AO,https://www.scielo.br/j/asoc/a/Q56Nyb8TC7WdkhTKjZ8LhHq/?lang=en,,,21,,,,,,,Publisher: ANPPAS - Revista Ambiente e Sociedade,/Users/juliabelden/Zotero/storage/88H2QV56/Barros - 2019 - THE THEORETICAL DIALOGUE BETWEEN ENVIRONMENTAL COMMUNICATION AND SOCIAL SCIENCES IN THE LOGIC OF SCI.pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0025,Journal Article,2015,"Polli, Gislei Mocelin; Camargo, Brigido Vizeu",Social Representations of the Environment in Press Media,en,Brasil,communication,social psychology,social representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Environmental issues are given prominence in the media and scientific circles. From the 60’s until early 2010 there were changes in the way people related to the environment, with a paradigm shift occurring regarding the environment. This study sought to identify the representational content disseminated by the press media on the environment in different periods. A qualitative survey was therefore conducted of documents, and data were obtained through texts published in a magazine with national circulation. The data were analyzed using the ALCESTE program with a Lexicographic Analysis. It was identified that the press media reflects the paradigm shifts, and publications dating from the late 60’s are compatible with the old paradigm, evolving over time, and are now compatible with the new environmental paradigm. The results indicate that currently the environment needs care in all its aspects and lack of care creates global impacts.",Paidéia (Ribeirão Preto),,"0103-863X, 1982-4327",10.1590/1982-43272561201514,https://www.scielo.br/j/paideia/a/wnhsX7NwrPbXW7bd8NXvhrL/?lang=en,261-269,,25,,,,,,,"Publisher: Universidade de São Paulo, Faculdade de Filosofia Ciências e Letras de Ribeirão Preto, Programa de Pós-Graduação em Psicologia",/Users/juliabelden/Zotero/storage/QBUSK44L/Polli and Camargo - 2015 - Social Representations of the Environment in Press Media.pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0026,Journal Article,2016,"Martirani, Laura Alves; Peres, Isabela Kojin","Water crisis in São Paulo: news coverage, public perception and the right to information",en,Brasil,media,public sphere,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abstract Based on materials published by different media outlets on the coverage of water crisis which affected the region of São Paulo in 2014 and on the concept of publizistikwissenschaft, this article seeks to evaluate the process of information construction in the public sphere. It appears that major media outlets embraced 'news' frameworks, while smaller and independent media adopted 'interpretative' frameworks. The former emphasized the problem of climate change and issues related to water consumption, while the latter stressed the lack of transparency of the state government and the sanitation company in managing the crisis and, together with social movements, they brought proposals and made demands. We conclude that although there was a process of extensive media coverage and public awareness of the problem of water supply, some aspects were silenced and that this process remained inadequate in terms of accounting for the structural causes involving security and the governance of water.",Ambiente & Sociedade,,"1414-753X, 1809-4422",10.1590/1809-4422ASOC150111R1V1912016,https://www.scielo.br/j/asoc/a/BZRdNRCRyX7myhNBZTNLwkD/?lang=en,01-20,,19,,,,,,,Publisher: ANPPAS - Revista Ambiente e Sociedade,"/Users/juliabelden/Zotero/storage/UDY457AH/Martirani and Peres - 2016 - Water crisis in São Paulo news coverage, public perception and the right to information.pdf",,record,,,,,,,,,,,,,,,,,,,,,,
db0027,Journal Article,2020,"Fante, Eliege Maria; De Moraes, Cláudia Herte; Lengert, Mathias",Porto Alegre e a mudança climática: abordagens do jornalismo local na construção da resiliência,pt,Brasil,jornalismo,mudança climática,cidades,resiliência,mitigação,adaptação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chasqui. Revista Latinoamericana de Comunicación,,1390-1079,,,109-124,144,,,,,,,WOS:000607127900007,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0028,Journal Article,2017,"De Lima, Myrian Del Vecchio; Fort, M. C. ; Avila, Oc; Gern, A; Fiebig, Mf","Journalistic Emphases in the COP 21 (2015) Coverage in the American, Brazilian and French Versions of The Huffington Post Site",pt,Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desenvolvimento e Meio Ambiente,,1518-952X,,,77-99,,40,,,,,,WOS:000411068500005,,,,record,,,,,,,,,,,,,,,,,,,,,,
